ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
219,2026-06-03,Oliver,Social Studies ,15,Body and Health,,"Define mental health, resilience, stress, and coping strategies; list 5 healthy coping strategies and explain why each works. Definitions plus 5 strategies Either",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Body%20and%20Health%20Define%20mental%20health%2C%20resilience%2C%20stress%2C%20and%20coping%20strategies%3B%20list%205%20healthy%20,https://idunnoguesswho.github.io/snowflake/worksheets/219.html,,,,3
220,2026-06-03,Oliver,ELA,15,Body and Health,,"Write a short magazine article for kids about one aspect of health. 10-12 sentences with headline, intro, 3 points, conclusion English",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Body%20and%20Health%20Write%20a%20short%20magazine%20article%20for%20kids%20about%20one%20aspect%20of%20health.%2010-12%20senten,https://idunnoguesswho.github.io/snowflake/worksheets/220.html,,,,3
221,2026-06-03,Oliver,FLA,15,Technology and the Future,,"Use linking words in original sentences: premierement, deuxiemement, cependant, d'autre part, par consequent, en conclusion, malgre, en raison de. 8 original sentences French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Use%20linking%20words%20in%20original%20sentences%3A%20premierement%2C%20deuxiemement%2C%20cependant%2C%20,https://idunnoguesswho.github.io/snowflake/worksheets/221.html,,,,3
222,2026-06-03,Oliver,FLA,15,Technology and the Future,,"Read or watch something about AI or technology. 3 facts, 2 opinions, 1 question French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Read%20or%20watch%20something%20about%20AI%20or%20technology.%203%20facts%2C%202%20opinions%2C%201%20question%20,https://idunnoguesswho.github.io/snowflake/worksheets/222.html,,,,3
223,2026-06-03,Oliver,ELA,15,Technology and the Future,,"Write an informational text explaining what AI is, how it works simply, and 2 ways it affects daily life. 8-10 sentences using linking words French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Write%20an%20informational%20text%20explaining%20what%20AI%20is%2C%20how%20it%20works%20simply%2C%20and%202%20wa,https://idunnoguesswho.github.io/snowflake/worksheets/223.html,,,,3
224,2026-06-03,Oliver,Math,15,Technology and the Future,,"If n = 5, solve 3n + 2, 4n - 7, n^2 + 1, and 2(n + 3); write a word problem with n as an unknown. 4 answers plus word problem Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Technology%20and%20the%20Future%20If%20n%20%3D%205%2C%20solve%203n%20%2B%202%2C%204n%20-%207%2C%20n%5E2%20%2B%201%2C%20and%202%28n%20%2B%203%29%3B%20write%20a%20word%20problem%20with,https://idunnoguesswho.github.io/snowflake/worksheets/224.html,,,,3
225,2026-06-03,Oliver,Math,15,Technology and the Future,,"Solve order-of-operations problems: (3 + 4) x 2 - 1, 5^2 - (3 x 4) + 2, and 12 / (2 + 1) x 4. 3 answers plus rule explanation Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Solve%20order-of-operations%20problems%3A%20%283%20%2B%204%29%20x%202%20-%201%2C%205%5E2%20-%20%283%20x%204%29%20%2B%202%2C%20and%2012%20%2F,https://idunnoguesswho.github.io/snowflake/worksheets/225.html,,,,3
226,2026-06-03,Oliver,Science,15,Technology and the Future,,"Compare solar, wind, and hydroelectric energy and decide which Alberta should invest in most. Table: source, how it works, pros, cons, Alberta availability; recommendation Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Compare%20solar%2C%20wind%2C%20and%20hydroelectric%20energy%20and%20decide%20which%20Alberta%20should%20in,https://idunnoguesswho.github.io/snowflake/worksheets/226.html,,,,3
227,2026-06-03,Oliver,Social,15,Technology and the Future,,"Define globalization, give 3 daily-life examples, and list 2 advantages and 2 disadvantages. Definition, examples, pros, cons Either",,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Technology%20and%20the%20Future%20Define%20globalization%2C%20give%203%20daily-life%20examples%2C%20and%20list%202%20advantages%20and%202%20di,https://idunnoguesswho.github.io/snowflake/worksheets/227.html,,,,3
228,2026-06-03,Oliver,ELA,15,Technology and the Future,,"Describe or draw your ideal city of 2075, considering housing, transportation, energy, food, recreation, and environment. 10 French sentences or labeled drawing French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Technology%20and%20the%20Future%20Describe%20or%20draw%20your%20ideal%20city%20of%202075%2C%20considering%20housing%2C%20transportation%2C%20e,https://idunnoguesswho.github.io/snowflake/worksheets/228.html,,,,3
229,2026-06-03,Oliver,FLA,15,Arts and Culture,,"Read a French short story or fable and analyze it. Theme, protagonist, conflict, opinion with 2 reasons French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Arts%20and%20Culture%20Read%20a%20French%20short%20story%20or%20fable%20and%20analyze%20it.%20Theme%2C%20protagonist%2C%20conflict%2C,https://idunnoguesswho.github.io/snowflake/worksheets/229.html,,,,3
230,2026-06-03,Oliver,ELA,15,Arts and Culture,,"Write a French short story with exposition, rising action, climax, resolution, and dialogue. At least 10 sentences French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Arts%20and%20Culture%20Write%20a%20French%20short%20story%20with%20exposition%2C%20rising%20action%2C%20climax%2C%20resolution%2C%20a,https://idunnoguesswho.github.io/snowflake/worksheets/230.html,,,,3
231,2026-06-03,Oliver,Math,15,Arts and Culture,,"Calculate area and perimeter for a circle with radius 6 cm, a triangle with base 10 cm and height 7 cm, and a parallelogram with base 9 cm and height 5 cm. Formulas and calculations; note any missing side lengths for perimeter Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Arts%20and%20Culture%20Calculate%20area%20and%20perimeter%20for%20a%20circle%20with%20radius%206%20cm%2C%20a%20triangle%20with%20base,https://idunnoguesswho.github.io/snowflake/worksheets/231.html,,,,3
232,2026-06-03,Oliver,Math,15,Arts and Culture,,"Draw a shape on a grid and show a translation, reflection, and 90-degree rotation. Labeled transformation drawing French labels",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Arts%20and%20Culture%20Draw%20a%20shape%20on%20a%20grid%20and%20show%20a%20translation%2C%20reflection%2C%20and%2090-degree%20rotatio,https://idunnoguesswho.github.io/snowflake/worksheets/232.html,,,,3
233,2026-06-03,Oliver,Science,15,Arts and Culture,,"Explain how the eye perceives colour using rods, cones, and wavelengths; explain why we see different colours and why some people are colour-blind. Explanation plus diagram Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Arts%20and%20Culture%20Explain%20how%20the%20eye%20perceives%20colour%20using%20rods%2C%20cones%2C%20and%20wavelengths%3B%20explain,https://idunnoguesswho.github.io/snowflake/worksheets/233.html,,,,3
234,2026-06-03,Oliver,Social Studies,15,Arts and Culture,,"Name 5 Francophone communities or regions in Canada outside Quebec, describe their history, and explain why French culture matters in Canada. 6-8 sentences French",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Arts%20and%20Culture%20Name%205%20Francophone%20communities%20or%20regions%20in%20Canada%20outside%20Quebec%2C%20describe%20the,https://idunnoguesswho.github.io/snowflake/worksheets/234.html,,,,3
235,2026-06-03,Oliver,ELA,15,Arts and Culture,,"Find an artwork and analyze what you see, what it means, and what feelings it evokes using art vocabulary. English paragraph English",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Arts%20and%20Culture%20Find%20an%20artwork%20and%20analyze%20what%20you%20see%2C%20what%20it%20means%2C%20and%20what%20feelings%20it%20ev,https://idunnoguesswho.github.io/snowflake/worksheets/235.html,,,,3
236,2026-06-03,Oliver,FLA,15,Global Issues,,"Identify the type and purpose of a newspaper article, recipe, letter, advertisement, poem, and scientific report; write examples of two types. Type/purpose list plus two 4-sentence French examples French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Global%20Issues%20Identify%20the%20type%20and%20purpose%20of%20a%20newspaper%20article%2C%20recipe%2C%20letter%2C%20advertisem,https://idunnoguesswho.github.io/snowflake/worksheets/236.html,,,,3
237,2026-06-03,Oliver,Social,15,Global Issues,,"Choose climate action, social media age limits, or universal basic income; write both sides, then state your position. 4 sentences per side plus personal position French",,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Global%20Issues%20Choose%20climate%20action%2C%20social%20media%20age%20limits%2C%20or%20universal%20basic%20income%3B%20write,https://idunnoguesswho.github.io/snowflake/worksheets/237.html,,,,3
238,2026-06-03,Oliver,Math,15,Global Issues,,Use world population estimates to calculate Canada's share of the world population and the fraction of people without clean water. Percentage and fraction calculations Either,,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Global%20Issues%20Use%20world%20population%20estimates%20to%20calculate%20Canada%27s%20share%20of%20the%20world%20populati,https://idunnoguesswho.github.io/snowflake/worksheets/238.html,,,,3
239,2026-06-03,Oliver,Math,15,Global Issues,,Use map scale 1 cm = 500 km to find the real distance for 3.5 cm; create your own scale and draw a simple map. Scale answer plus map Either,,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Global%20Issues%20Use%20map%20scale%201%20cm%20%3D%20500%20km%20to%20find%20the%20real%20distance%20for%203.5%20cm%3B%20create%20your%20ow,https://idunnoguesswho.github.io/snowflake/worksheets/239.html,,,,3
240,2026-06-03,Oliver,Science,15,Global Issues,,"Explain the greenhouse effect, list 5 human activities that increase greenhouse gases, 5 reduction actions, and what Canada can do. Explanation and lists Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Global%20Issues%20Explain%20the%20greenhouse%20effect%2C%20list%205%20human%20activities%20that%20increase%20greenhouse%20,https://idunnoguesswho.github.io/snowflake/worksheets/240.html,,,,3
241,2026-06-03,Oliver,Social Studies,15,Global Issues,,"Choose a human rights issue and write about the issue, who is affected, and possible solutions. 3-paragraph essay French",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Global%20Issues%20Choose%20a%20human%20rights%20issue%20and%20write%20about%20the%20issue%2C%20who%20is%20affected%2C%20and%20poss,https://idunnoguesswho.github.io/snowflake/worksheets/241.html,,,,3
242,2026-06-03,Oliver,ELA,15,Global Issues,,"Write a compelling opening paragraph for an essay about a global issue you care about. 5-7 sentences with hook, context, clear thesis English",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Global%20Issues%20Write%20a%20compelling%20opening%20paragraph%20for%20an%20essay%20about%20a%20global%20issue%20you%20care%20,https://idunnoguesswho.github.io/snowflake/worksheets/242.html,,,,3
243,2026-06-03,Oliver,FLA,15,My Summer Review,,"List 20 French words learned or used this summer. Word, English meaning, original sentence for each French + English meanings",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20My%20Summer%20Review%20List%2020%20French%20words%20learned%20or%20used%20this%20summer.%20Word%2C%20English%20meaning%2C%20origina,https://idunnoguesswho.github.io/snowflake/worksheets/243.html,,,,3
244,2026-06-03,Oliver,FLA,15,My Summer Review,,"Write 3 sentences in imparfait, 3 in passe compose, 3 in futur simple, plus 2 challenge sentences using two tenses. 11 total sentences French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20My%20Summer%20Review%20Write%203%20sentences%20in%20imparfait%2C%203%20in%20passe%20compose%2C%203%20in%20futur%20simple%2C%20plus%202%20ch,https://idunnoguesswho.github.io/snowflake/worksheets/244.html,,,,3
245,2026-06-03,Oliver,ELA,15,My Summer Review,,"Write a formal French letter to your Grade 6 teacher introducing yourself. Letter: who you are, summer activities, pride point, Grade 6 goal French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20My%20Summer%20Review%20Write%20a%20formal%20French%20letter%20to%20your%20Grade%206%20teacher%20introducing%20yourself.%20Lette,https://idunnoguesswho.github.io/snowflake/worksheets/245.html,,,,3
246,2026-06-03,Oliver,Math,15,My Summer Review,,Complete final multi-step problems: fruit purchase total/change and garden fencing/flower area. Calculations shown Either,,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20My%20Summer%20Review%20Complete%20final%20multi-step%20problems%3A%20fruit%20purchase%20total%2Fchange%20and%20garden%20fenci,https://idunnoguesswho.github.io/snowflake/worksheets/246.html,,,,3
247,2026-06-03,Oliver,Science,15,My Summer Review,,"Ask one question about the natural world, write a hypothesis, and plan an experiment or research using the scientific method. Scientific method format Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20My%20Summer%20Review%20Ask%20one%20question%20about%20the%20natural%20world%2C%20write%20a%20hypothesis%2C%20and%20plan%20an%20experi,https://idunnoguesswho.github.io/snowflake/worksheets/247.html,,,,3
248,2026-06-03,Oliver,Social Studies,15,My Summer Review,,"Describe 3 specific ways you plan to make a positive difference in school, community, or the world in Grade 6 and beyond. 3 realistic actions French",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20My%20Summer%20Review%20Describe%203%20specific%20ways%20you%20plan%20to%20make%20a%20positive%20difference%20in%20school%2C%20commu,https://idunnoguesswho.github.io/snowflake/worksheets/248.html,,,,3
250,2026-06-03,Logan,FLA,8,Message minute,Minute message,"Explain your day, a book, or a science idea in French for 60 seconds. Then write 3 complete French sentences using: Je pense que..., Parce que..., Aussi... Grade 4 twist: add premierement, ensuite, finalement, or cependant.","Explique ta journee, un livre, ou une idee de science en francais pendant 60 secondes. Ecris 3 phrases completes avec: Je pense que..., Parce que..., Aussi... Defi 4e annee: ajoute premierement, ensuite, finalement, ou cependant.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Message%20minute%20Explain%20your%20day%2C%20a%20book%2C%20or%20a%20science%20idea%20in%20French%20for%2060%20seconds.%20Then%20write,https://idunnoguesswho.github.io/snowflake/worksheets/250.html,,,FALSE,2
251,2026-06-03,Logan,FLA,10,Text detective,Detective du texte,"Read one short French paragraph. Find the main idea, 2 details, and 3 useful words. Sort the text as fiction or non-fiction. Grade 4 twist: identify the author's purpose.","Lis un court paragraphe en francais. Trouve l'idee principale, 2 details, et 3 mots utiles. Dis si le texte est fiction ou non-fiction. Defi 4e annee: trouve le but de l'auteur.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Text%20detective%20Read%20one%20short%20French%20paragraph.%20Find%20the%20main%20idea%2C%202%20details%2C%20and%203%20useful%20wor,https://idunnoguesswho.github.io/snowflake/worksheets/251.html,,,FALSE,2
252,2026-06-03,Logan,ELA,8,Fluency + retell,Lecture fluide + raconte,"Read aloud for 2 minutes in English. Retell beginning, middle, and end. Write one clear sentence with capitals and punctuation. Grade 4 twist: add one detail from the text as evidence.","Lis a voix haute en anglais pendant 2 minutes. Raconte le debut, le milieu, et la fin. Ecris une phrase claire avec majuscule et ponctuation. Defi 4e annee: ajoute une preuve du texte.",https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Fluency%20%2B%20retell%20Read%20aloud%20for%202%20minutes%20in%20English.%20Retell%20beginning%2C%20middle%2C%20and%20end.%20Write%20on,https://idunnoguesswho.github.io/snowflake/worksheets/252.html,,,FALSE,2
253,2026-06-03,Logan,Math ,7,Fact ladder,Echelle de faits,"Pick one multiplication family, such as 6s. Say or write 6x1 to 6x10, then reverse as division: 42 / 6 = 7. Grade 4 twist: mix facts randomly and include one word problem.","Choisis une famille de multiplication, par exemple les 6. Dis ou ecris 6x1 a 6x10, puis inverse en division: 42 / 6 = 7. Defi 4e annee: melange les faits et ajoute un probleme.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Fact%20ladder%20Pick%20one%20multiplication%20family%2C%20such%20as%206s.%20Say%20or%20write%206x1%20to%206x10%2C%20then%20rever,https://idunnoguesswho.github.io/snowflake/worksheets/253.html,,,FALSE,2
294,2026-06-03,Mom,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,2026-06-04,2026-06-04,TRUE,3
295,2026-06-04,Oliver,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
296,2026-06-05,Logan,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
297,2026-06-06,Mom,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
298,2026-06-07,Oliver,Housework,20,Kitchen floor focus,,"Kitchen zone. Sweep well, spot-mop sticky areas, and clean under the table.",,,,,,FALSE,4
299,2026-06-08,Logan,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,,,FALSE,3
300,2026-06-09,Mom,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
301,2026-06-10,Oliver,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
302,2026-06-11,Logan,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
303,2026-06-12,Mom,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
304,2026-06-13,Oliver,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
305,2026-06-14,Logan,Housework,15,Entryway tidy,,"Living Areas zone. Line up shoes, hang coats, clear mail, and wipe the entry surface.",,,,,,FALSE,3
306,2026-06-15,Mom,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
307,2026-06-16,Oliver,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
308,2026-06-17,Logan,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
309,2026-06-18,Mom,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
310,2026-06-19,Oliver,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
311,2026-06-20,Logan,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
312,2026-06-21,Mom,Housework,20,Deep wipe bathroom zones,,"Bathrooms zone. Wipe baseboards, cabinet fronts, light switches, and door handles.",,,,,,FALSE,4
313,2026-06-22,Oliver,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
314,2026-06-23,Logan,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
315,2026-06-24,Mom,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
316,2026-06-25,Oliver,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
317,2026-06-26,Logan,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
318,2026-06-27,Mom,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
319,2026-06-28,Oliver,Housework,15,Dust bedroom surfaces,,"Bedrooms zone. Dust bedroom shelves, dressers, lamps, and window ledges.",,,,,,FALSE,3
320,2026-06-29,Logan,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
321,2026-06-30,Mom,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
322,2026-07-01,Oliver,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,,,FALSE,5
323,2026-07-02,Logan,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
324,2026-07-03,Mom,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,2026-06-04,2026-06-04,TRUE,2
325,2026-07-04,Oliver,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
326,2026-07-05,Logan,Housework,10,Lint and machine wipe,,"Laundry/Mudroom zone. Clear lint, wipe washer/dryer tops, and sweep around machines.",,,,,,FALSE,2
327,2026-07-06,Mom,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,2026-06-04,2026-06-04,TRUE,5
328,2026-07-07,Oliver,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
329,2026-07-08,Logan,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
330,2026-07-09,Mom,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
331,2026-07-10,Oliver,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
332,2026-07-11,Logan,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
333,2026-07-12,Mom,Housework,15,Command center reset,,"Paper/Admin and Declutter zone. Update calendar, clear counters/mail, and place important papers where they belong.",,,,,,FALSE,3
334,2026-07-13,Oliver,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
335,2026-07-14,Logan,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
336,2026-07-15,Mom,Housework,25,Weekly home blessing: floors,,Weekly Home Blessing zone. Vacuum or sweep the main rooms; focus on visible traffic areas.,,,,,,FALSE,5
337,2026-07-16,Oliver,Housework,20,Weekly home blessing: dust and glass,,Weekly Home Blessing zone. Dust key surfaces and wipe mirrors/glass in common areas.,,,,,,FALSE,4
338,2026-07-17,Logan,Housework,15,Weekly home blessing: trash sweep,,"Weekly Home Blessing zone. Empty small bins, gather recycling, and replace liners.",,,,,,FALSE,3
339,2026-07-18,Mom,Housework,25,Weekly home blessing: bedding,,Weekly Home Blessing zone. Strip or refresh beds and start linens if needed.,,,,,,FALSE,5
340,2026-07-19,Oliver,Housework,20,Weekly home blessing: pickup,,Weekly Home Blessing zone. Do a fast pickup in every room and return items to their homes.,,,,,,FALSE,4
341,2026-07-20,Logan,Housework,25,Weekly home blessing: floors,,Weekly Home Blessing zone. Vacuum or sweep the main rooms; focus on visible traffic areas.,,,,,,FALSE,5
342,2026-07-21,Mom,Housework,20,Weekly home blessing: dust and glass,,Weekly Home Blessing zone. Dust key surfaces and wipe mirrors/glass in common areas.,,,,,,FALSE,4
343,2026-07-22,Oliver,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
344,2026-07-23,Logan,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
345,2026-07-24,Mom,Housework,20,Kitchen floor focus,,"Kitchen zone. Sweep well, spot-mop sticky areas, and clean under the table.",,,,,,FALSE,4
346,2026-07-25,Oliver,Housework,15,Shine sink and clear counters,,"Kitchen zone. Clear dishes, wipe counters, shine the sink, and reset dish towels.",,,,,,FALSE,3
347,2026-07-26,Logan,Housework,20,Fridge quick clean,,"Kitchen zone. Toss expired food, wipe one shelf, and list low supplies.",,,,,,FALSE,4
348,2026-07-27,Mom,Housework,20,Stove and microwave reset,,"Kitchen zone. Wipe stovetop, microwave inside/outside, and nearby splatters.",,,,,,FALSE,4
349,2026-07-28,Oliver,Housework,15,Pantry sweep,,"Kitchen zone. Straighten one pantry shelf, toss empty packaging, and sweep the pantry edge.",,,,,,FALSE,3
350,2026-07-29,Logan,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
351,2026-07-30,Mom,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
352,2026-07-31,Oliver,Housework,15,Entryway tidy,,"Living Areas zone. Line up shoes, hang coats, clear mail, and wipe the entry surface.",,,,,,FALSE,3
353,2026-08-01,Logan,Housework,15,Hot spot rescue,,"Living Areas zone. Clear living room piles, shoes, dishes, and stray items.",,,,,,FALSE,3
354,2026-08-02,Mom,Housework,20,Dust main surfaces,,"Living Areas zone. Dust TV stand, side tables, shelves, and window ledges.",,,,,,FALSE,4
355,2026-08-03,Oliver,Housework,20,Vacuum traffic paths,,"Living Areas zone. Vacuum or sweep the living room, hallway, and entry paths.",,,,,,FALSE,4
356,2026-08-04,Logan,Housework,15,Couch reset,,"Living Areas zone. Fluff cushions, fold blankets, collect crumbs, and return remotes/books.",,,,,,FALSE,3
357,2026-08-05,Mom,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
358,2026-08-06,Oliver,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
359,2026-08-07,Logan,Housework,20,Deep wipe bathroom zones,,"Bathrooms zone. Wipe baseboards, cabinet fronts, light switches, and door handles.",,,,,,FALSE,4
360,2026-08-08,Mom,Housework,15,Swish and swipe bathrooms,,"Bathrooms zone. Wipe sinks/counters, clean mirrors, swish toilets, and replace towels if needed.",,,,,,FALSE,3
361,2026-08-09,Oliver,Housework,20,Tub and shower touch-up,,"Bathrooms zone. Spray and wipe tub/shower walls, fixtures, and shampoo clutter.",,,,,,FALSE,4
362,2026-08-10,Logan,Housework,15,Bathroom floor and trash,,"Bathrooms zone. Empty trash, sweep floors, and spot-mop around toilets and sinks.",,,,,,FALSE,3
363,2026-08-11,Mom,Housework,10,Restock bathroom supplies,,"Bathrooms zone. Check toilet paper, soap, toothpaste, and first aid basics; restock what is low.",,,,,,FALSE,2
364,2026-08-12,Oliver,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
365,2026-08-13,Logan,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
366,2026-08-14,Mom,Housework,15,Dust bedroom surfaces,,"Bedrooms zone. Dust bedroom shelves, dressers, lamps, and window ledges.",,,,,,FALSE,3
367,2026-08-15,Oliver,Housework,20,Bedroom floor reset,,"Bedrooms zone. Pick up laundry and items from the floor, then sweep or vacuum.",,,,,,FALSE,4
368,2026-08-16,Logan,Housework,15,Bed and surface reset,,"Bedrooms zone. Make the bed, clear nightstand/dresser tops, and return items to homes.",,,,,,FALSE,3
369,2026-08-17,Mom,Housework,15,Laundry gather and sort,,Bedrooms zone. Collect dirty laundry from bedrooms and sort into loads.,,,,,,FALSE,3
